,id,name,city,salary_min,salary_max,salary_currency,metro,experience,skills,specializations,professional_roles,employer,published_at
203,68217597,Специалист по контролю качества AI-операторов контактных центров/Quality Manager,Санкт-Петербург,,,,Петроградская,От 1 года до 3 лет,"['Грамотная речь', 'Контроль качества', 'скрипты продаж']","['Ввод данных', 'Начальный уровень, Мало опыта', 'Сотрудник call-центра', 'Менеджер по работе с клиентами', 'Продажи по телефону, Телемаркетинг']","Оператор call-центра, специалист контактного центра",Just AI,2022-08-18T13:39:28+0300
204,68910467,Специалист по рекламационной работе,Санкт-Петербург,50280.0,50280.0,RUR,Девяткино,От 1 года до 3 лет,"['Пользователь ПК', 'Контроль качества', 'Рекламации', 'Деловая переписка', 'Управление качеством']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,НПО Поиск,2022-08-18T09:58:57+0300
205,53562557,Главный инженер-технолог,Санкт-Петербург,,,,Горьковская,От 3 до 6 лет,"['Английский язык', 'Организаторские навыки', 'MS PowerPoint', 'Технология производства', 'Организация производства', 'Автоматизация технологических процессов', 'Высшее образование', 'Работа в команде', 'Ориентация на результат', 'Ответственность за результат', 'Технолог', 'Планирование и организация', 'Умение работать в условиях многозадачности']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,"СтарЛайн, Научно-производственное объединение",2022-08-18T11:15:26+0300
206,68338947,Delivery Manager/Project Manager,Санкт-Петербург,,,,Новочеркасская,От 3 до 6 лет,"['Управление проектами', 'Scrum', 'Kanban', 'Project management', 'SDM', 'Agile Project Management', 'Проведение презентаций']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,Банк Санкт-Петербург,2022-08-18T11:25:43+0300
207,68878030,Ведущий инженер ОТК,Санкт-Петербург,65000.0,,RUR,,От 1 года до 3 лет,[],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,НГ-Энерго,2022-08-17T11:55:38+0300
208,68889945,Контролер ОТК,Санкт-Петербург,50000.0,,RUR,,От 3 до 6 лет,"['Контроль качества', 'Пользователь ПК', 'Технический контроль производства', 'Управление качеством']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,СПО Арктика,2022-08-17T15:19:40+0300
209,67547421,Технолог кондитерского производства,Санкт-Петербург,64600.0,,RUR,Бухарестская,От 1 года до 3 лет,"['кондитерское производство', 'пищевое производство', 'кондитер', 'выпечка', 'технологические карты', 'технолог', 'Обучение персонала', 'Технология производства', 'ТТК', 'Контроль качества', 'Управление производством', 'Контроль сроков годности', 'Управление качеством', 'Производственный контроль']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Чизкейк.ру,2022-08-17T15:40:46+0300
210,68891119,Главный метролог с функциями ведущего,Санкт-Петербург,80000.0,80000.0,RUR,Обухово,От 1 года до 3 лет,"['Метрология', 'Поверка', 'Метрологическая экспертиза', 'Взаимодействие с Госстандарт', 'Испытания СИ']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,АРЕС,2022-08-17T15:39:13+0300
211,68875735,Начальник отдела организационного проектирования (производственная компания),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Должностные инструкции', 'MS Visio', 'Аналитическое мышление', 'Умение работать в коллективе', 'Внимательность']",['Другое'],Директор по персоналу (HRD),AVRIO Group Consulting,2022-08-17T11:25:07+0300
212,68895284,Менеджер отдела закупок,Санкт-Петербург,70000.0,,RUR,,От 1 года до 3 лет,"['Пользователь ПК', 'Учет остатков', 'Работа с поставщиками', 'Контроль качества', 'Деловая переписка', 'Закупки']","['Продукты питания', 'FMCG, Товары народного потребления', 'Управление закупками', 'Закупки и снабжение', 'Закупки, Снабжение']",Менеджер по закупкам,Эскаро Кемикал АС,2022-08-17T17:08:08+0300
213,67853177,Mixed-Signal IP Engineering Manager (to Armenia),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Leadership Skills', 'Team management', 'Английский язык', 'Mixed-signal IP', 'ASIC']","['Информационные технологии', 'Управление проектами']",Руководитель группы разработки,Synopsys,2022-08-17T10:21:05+0300
214,68852542,Главный специалист контроля и сопровождения технологических процессов учета электроэнергии,Санкт-Петербург,80000.0,,RUR,Московская,От 3 до 6 лет,"['Подготовка презентаций', 'Анализ данных']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Россети Северо-Запад,2022-08-16T17:17:16+0300
215,67361180,Заместитель руководителя проекта по слаботочным системам,Санкт-Петербург,,130000.0,RUR,,От 3 до 6 лет,"['AutoCAD', 'Управление проектами', 'Технический надзор', 'Строительство', 'Инженерные системы', 'Пуско-наладочные работы', 'Инжиниринг', 'Контроль качества', 'Выбор подрядных организаций', 'Коммерческая недвижимость', 'Управление качеством', 'Реконструкция']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер ПТО, инженер-сметчик",Воллмакс Констракшн,2022-08-16T17:10:01+0300
216,68886749,Прораб на загородное строительство,Санкт-Петербург,100000.0,,RUR,Автово,От 3 до 6 лет,"['Малоэтажное строительство', 'Строительство', 'Управление качеством', 'Мобильность', 'Подбор производственного персонала', 'Поиск персонала в открытых источниках', 'Контроль качества', 'Работа в команде']","['Строительство', 'Инженер', 'Прораб', 'Управление проектами', 'Рабочие строительных специальностей']","Прораб, мастер СМР",АДС - СтройБеседка,2022-08-17T14:22:34+0300
217,68775940,Главный технолог кондитерского производства,Санкт-Петербург,,,,Московская,От 3 до 6 лет,"['Контроль качества', '1С: Производство', 'Производственный контроль', 'Управление качеством', 'Управление производством']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Невские Звезды,2022-08-15T10:29:57+0300
218,68804763,Руководитель проектов проектно-конструкторского судостроительного бюро,Санкт-Петербург,140000.0,150000.0,RUR,Василеостровская,От 3 до 6 лет,"['AutoCAD', 'Разработка проектной документации', 'Компас-3D', 'Проектирование', 'Проектная документация']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",АРЕС,2022-08-15T17:49:24+0300
219,68452144,Оператор фальцевальной машины (оператор ФСМ),Санкт-Петербург,65000.0,75000.0,RUR,Московские ворота,От 1 года до 3 лет,"['Работа в команде', 'Грамотность', 'Умение работать в коллективе', 'Технический склад ума', 'Станки ЧПУ', 'Оператор фальцевальной машины', 'Оператор склейки', 'Оператор полиграфии', 'Оператор полиграфического оборудования', 'Фальцовка', 'Фальцевание', 'Склейка картона', 'Фальце-склейка', 'Master Fold, DIANA, FOX 1']","['Другое', 'Оператор станков', 'Начальный уровень, Мало опыта', 'Пищевая промышленность', 'Контроль качества']",Оператор производственной линии,Индустрия Цвета,2022-08-16T10:57:33+0300
220,67461549,Руководитель клининговой службы (производственного предприятия),Санкт-Петербург,60000.0,,RUR,,От 1 года до 3 лет,"['Управление персоналом', 'Подбор персонала', 'Работа в команде', 'Обучение персонала', 'Организаторские навыки', '1С', 'Клининг', 'Аутсорсинг', 'производство', 'Фармацевтика']","['Эксплуатация', 'Управление персоналом', 'АХО']",Менеджер/руководитель АХО,Индустриальные Решения,2022-08-15T11:04:24+0300
221,43105958,Ведущий инженер по метрологии,Санкт-Петербург,54000.0,,RUR,,От 1 года до 3 лет,[],"['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",ПетербургГаз,2022-08-15T09:52:15+0300
222,68792983,Delivery Manager,Санкт-Петербург,,,,,От 3 до 6 лет,"['Управление проектами', 'TOGAF', 'Деловая коммуникация', 'Archimate', 'Управление изменениями', 'Change Management', 'ИТ-архитектура']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,Консалтинговая компания,2022-08-15T14:30:13+0300
223,68789712,Мастер (трубный участок),Санкт-Петербург,76100.0,,RUR,Василеостровская,От 1 года до 3 лет,['Технический контроль производства'],"['Машиностроение', 'Металлургия', 'Управление цехом', 'Строительство']","Начальник смены, мастер участка",Балтийский завод,2022-08-15T13:48:23+0300
224,68701563,Специалист по ГТУ и ГПА,Санкт-Петербург,,,,,От 3 до 6 лет,"['газоперекачивающие агрегаты', 'компрессорные установки', 'Проектирование', 'Договорная работа', 'Проведение тендеров', 'Разработка документации', 'Заключение договоров']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Группа ГМС,2022-08-15T09:50:04+0300
225,67534772,Менеджер по клинингу,Санкт-Петербург,60000.0,,RUR,Проспект Просвещения,От 1 года до 3 лет,"['Управление персоналом', 'Работа в команде', 'Обучение персонала', 'Организаторские навыки', 'Подбор персонала']","['Эксплуатация', 'Управление персоналом', 'АХО']",Менеджер/руководитель АХО,Индустриальные Решения,2022-08-15T11:04:19+0300
226,68701795,Специалист по ШМ и ПНР,Санкт-Петербург,,,,,От 3 до 6 лет,"['Договорная работа', 'Выбор подрядных организаций', 'Машиностроение', 'Пуско-наладочные работы', 'шефмонтаж', 'сервисный инженер', 'компрессоры']","['Сервисный инженер', 'Инсталляция и настройка оборудования', 'Инженер', 'Телекоммуникации', 'Монтажник']","Сервисный инженер, механик",Группа ГМС,2022-08-15T09:50:04+0300
227,68784324,Мастер швейного производства,Санкт-Петербург,40000.0,70000.0,RUR,,От 1 года до 3 лет,"['Производственный контроль', 'Управление производством', 'Управление производственным персоналом', 'Технический контроль производства']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,КЛИНТЕХ,2022-08-15T12:26:32+0300
228,66229298,Инженер строительного контроля,Санкт-Петербург,120000.0,120000.0,RUR,Девяткино,От 3 до 6 лет,"['Работа в команде', 'Взаимодействие с надзорными организациями', 'Управление качеством', 'Лидерство', 'Коттеджное строительство', 'Строительные объекты']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Элком,2022-08-13T13:47:18+0300
229,68735794,Менеджер по планированию серийного производства - руководитель группы,Санкт-Петербург,53700.0,68700.0,RUR,,От 3 до 6 лет,"['Деловая переписка', 'Деловое общение', 'Производственное планирование', '1С: Управление Производственным Предприятием', 'MS PowerPoint', 'менеджмент проектов']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Климов,2022-08-12T16:25:20+0300
230,68736843,Специалист 2 категории (планирование производственной деятельности),Санкт-Петербург,44000.0,54000.0,RUR,,От 1 года до 3 лет,"['Работа с ПК', 'Высшее образование', 'Работа в условиях многозадачности', 'Работа с компьютером', 'Умение работать в условиях многозадачности']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Климов,2022-08-12T16:49:00+0300
231,68726135,"Химик-технолог на производство (Ленинградская область, п. Федоровское)",Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Управление производством', '1С: Производство', 'Управление производственным персоналом', 'Производственный контроль', 'Химические методы анализа', 'Технология производства', 'Управление качеством']","['Химическая промышленность', 'Пищевая промышленность', 'Инженер', 'Контроль качества', 'Лаборант']","Научный специалист, исследователь, лаборант",ПРО-БРАЙТ,2022-08-12T13:34:35+0300
232,67135981,Специалист по внешней кооперации (по закупкам),Санкт-Петербург,70000.0,,RUR,,От 1 года до 3 лет,[],"['Продукты питания', 'FMCG, Товары народного потребления', 'Управление закупками', 'Закупки и снабжение', 'Закупки, Снабжение']",Менеджер по закупкам,Би Питрон,2022-08-12T17:32:10+0300
233,66841766,Технолог по пивоварению и сырью,Санкт-Петербург,,,,Ломоносовская,От 3 до 6 лет,"['Обучение и развитие', 'Организаторские навыки', 'Технология пивоварения', 'Контроль качества', 'Управление проектами']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,HEINEKEN Russia,2022-08-11T09:51:51+0300
234,68739062,Заведующий терапевтическим отделением-врач-терапевт,Санкт-Петербург,100000.0,,RUR,Удельная,От 3 до 6 лет,[],"['Врач-эксперт', 'Клинические исследования', 'Лечащий врач']",Врач,СПб ГБУЗ Городская поликлиника №104,2022-08-12T17:51:56+0300
235,67568087,Главный инженер проекта по электронным системам,Санкт-Петербург,,,,,От 3 до 6 лет,"['Бережливое производство', 'Управление качеством', 'Устойчивое производство', 'Технический контроль производства', 'Руководство коллективом']","['Машиностроение', 'Конструктор', 'Строительство', 'Инженер', 'Проектирование, Архитектура']",Главный инженер проекта,РОСТСЕЛЬМАШ,2022-08-10T20:22:47+0300
236,67714323,BIM-координатор,Санкт-Петербург,,,,Старая Деревня,Нет опыта,"['Английский язык', 'Autodesk Revit', 'BIM', 'Navisworks', 'Английский язык (Intermediate)']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Гринатом,2022-08-11T13:45:49+0300
237,67990888,Начальник участка на строительный объект (о.Новая Земля),Санкт-Петербург,220000.0,220000.0,RUR,,Более 6 лет,[],"['Строительство', 'Инженер', 'Прораб', 'Управление проектами', 'Рабочие строительных специальностей']","Прораб, мастер СМР",Запсибгазпром-Газификация,2022-08-11T10:23:52+0300
238,67616530,Ведущий технолог/технолг,Санкт-Петербург,,,,,От 3 до 6 лет,"['Контроль качества', '1С: Производство', 'Технология производства', 'Технический контроль производства', 'Производственный контроль']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,"Янино, Молочный завод",2022-08-10T16:29:54+0300
239,68650244,"Руководитель направления продаж (моющие и дезсредства, пищевая промышленность, сельское хозяйство)",Санкт-Петербург,100000.0,250000.0,RUR,,От 1 года до 3 лет,"['Ведение переговоров', 'Проведение презентаций', 'Поиск и привлечение клиентов', 'Управление продажами', 'Активные продажи', 'моющие средства', 'пищевая промышленность', 'дез. средства', 'B2B Продажи', 'CRM', 'Ориентация на результат', 'Работа в команде', 'Управление персоналом', 'Развитие продаж', 'Планирование продаж', 'Руководство коллективом']","['Продажа финансовых продуктов', 'Розничная торговля', 'Оптовая торговля', 'Управление продажами', 'Продажи']",Руководитель отдела продаж,Неохим,2022-08-10T13:25:39+0300
240,68652131,"Дефектоскопист, г. Санкт-Петербург",Санкт-Петербург,,,,Рыбацкое,От 1 года до 3 лет,"['Управление качеством', 'Ведение отчетности', 'Неразрушающий контроль', 'Техническое обслуживание']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Всм-Сервис,2022-08-10T13:56:09+0300
241,68618876,Технолог,Санкт-Петербург,,70000.0,RUR,Рыбацкое,От 1 года до 3 лет,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Петрокаст силика,2022-08-09T16:26:54+0300
242,68638448,Менеджер по производству (Quality-manager),Санкт-Петербург,,,,Балтийская,От 3 до 6 лет,"['Работа в команде', 'Грамотная речь', 'Дизайн одежды']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Мэлон Фэшн Груп,2022-08-10T10:24:06+0300
243,68618672,Оператор координатно-измерительной машины,Санкт-Петербург,,,,Кировский завод,От 3 до 6 лет,[],"['Другое', 'Оператор станков', 'Начальный уровень, Мало опыта', 'Пищевая промышленность', 'Контроль качества']",Оператор производственной линии,Петербургский тракторный завод,2022-08-09T16:21:20+0300
244,68577035,Главный метролог с функциями ведущего,Санкт-Петербург,80000.0,80000.0,RUR,Обухово,От 1 года до 3 лет,"['Метрология', 'Поверка', 'Метрологическая экспертиза', 'Взаимодействие с Госстандарт', 'Испытания СИ']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,АРЕС,2022-08-08T16:35:07+0300
245,68556967,Менеджер по разработке продукции (желтые сыры и масло),Санкт-Петербург,,,,,От 3 до 6 лет,"['ISO 9001:2008', 'Управление качеством', 'Управление производством', 'Технология производства', 'Контроль качества', 'Техническая документация', 'Разработка нового продукта']","['Менеджмент продукта (Product manager)', 'Управление проектами']",Менеджер продукта,Валио - Россия,2022-08-08T11:13:52+0300
246,67715023,Ведущий специалист Отдел развития информационных технологий строительных и компоновочных решений,Санкт-Петербург,,,,Старая Деревня,От 1 года до 3 лет,"['Autodesk Revit', 'Английский язык', 'Деловая коммуникация', 'Разработка документации', 'Revit', 'Navisworks', 'Model Studio CS', 'CADLib Модель']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Гринатом,2022-08-08T09:40:50+0300
247,68322166,Инженер по стандартизации,Санкт-Петербург,32000.0,,RUR,,Нет опыта,[],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,НПП Сигнал,2022-08-17T08:00:18+0300
248,67503905,Специалист по санитарному контролю,Санкт-Петербург,50000.0,55000.0,RUR,,Нет опыта,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,GrowFood,2022-08-05T09:21:57+0300
249,68388783,Заместитель Главного инженера,Санкт-Петербург,60000.0,70000.0,RUR,,От 3 до 6 лет,"['Пользователь ПК', 'Пожарная безопасность', 'Охрана труда и техника безопасности', 'Вводный инструктаж по охране труда и технике безопасности', 'Навыки составления отчетности']","['Машиностроение', 'Конструктор', 'Строительство', 'Инженер', 'Проектирование, Архитектура']",Главный инженер проекта,ВИБРОТЕХНИК,2022-08-05T09:26:30+0300
250,68520353,Колорист,Санкт-Петербург,60000.0,65000.0,RUR,Ладожская,От 1 года до 3 лет,"['Ведение документации', 'Аналитическое мышление', 'Опытный пользователь ПК, знание MS Office', 'Хорошая обучаемость', 'Высшее образование', 'Умение организовывать работу, планировать', 'Управление качеством']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Компания ЦСЛ,2022-08-05T15:14:30+0300
251,68489661,Технолог ликеро-водочного производства,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Разработка инструкций', 'Разработка нового продукта', 'Умение работать в коллективе', 'Дегустации']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,"Алкон, ликероводочный завод",2022-08-04T17:01:42+0300
252,68515918,"Дефектоскопист рентгено-, гаммаграфирования 5 разряда (Рентгеновская лаборатория)",Санкт-Петербург,47000.0,,RUR,Василеостровская,От 1 года до 3 лет,[],"['Врач-эксперт', 'Клинические исследования', 'Лечащий врач']",Врач,Балтийский завод,2022-08-05T13:43:46+0300
253,68477229,"Ведущий инженер производства (Водоподготовка, ЛОС) г. Кстово",Санкт-Петербург,,,,,От 3 до 6 лет,['Непрерывное производство'],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,"СИБУР, Группа компаний",2022-08-04T13:08:24+0300
254,68493863,Руководитель проектов проектно-конструкторского судостроительного бюро,Санкт-Петербург,140000.0,150000.0,RUR,Василеостровская,От 3 до 6 лет,"['AutoCAD', 'Разработка проектной документации', 'Компас-3D', 'Проектирование', 'Проектная документация']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",АРЕС,2022-08-04T20:18:41+0300
255,68478492,Руководитель проектов по разработке ПО,Санкт-Петербург,,,,Маяковская,От 3 до 6 лет,"['Управление проектами', 'Agile Project Management', 'Project management', 'Scrum', 'PMBOK']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,Группа Илим,2022-08-04T13:31:19+0300
256,68674397,Заведующий отделом экспертизы качества и медицинской статистики,Санкт-Петербург,100000.0,,RUR,,От 3 до 6 лет,"['Организаторские навыки', 'Автоматизация медицинских процессов', 'Медицинска статистика', 'Высшее образование', 'Общественные организации']","['Врач-эксперт', 'Клинические исследования', 'Лечащий врач']",Врач,СПб ГБУЗ Клиническая больница Святителя Луки,2022-08-11T09:15:39+0300
257,68515438,Старший инженер по данным группы «Большие данные» (офис г.Бишкек),Санкт-Петербург,,,,,От 1 года до 3 лет,"['SQL', 'Python', 'Английский язык', 'Java', 'C++']","['Сетевые технологии', 'Системный администратор', 'Инженер', 'Поддержка, Helpdesk', 'Интернет']",Системный инженер,Кумтор Голд Компани,2022-08-05T13:33:51+0300
258,68467613,"Ведущий специалист в сфере статистики, мониторинга и анализа",Санкт-Петербург,38000.0,50000.0,RUR,,От 1 года до 3 лет,"['Организаторские навыки', 'Работа с базами данных', 'Работа с большим объемом информации', 'MS PowerPoint', 'Деловая коммуникация']","['Другое', 'Аналитик', 'Аналитик', 'Другое']",Аналитик,СПб ГКУ Центр Организации Социального Обслуживания,2022-08-04T10:36:05+0300
259,68372573,Инспектор (Группа технического контроля электроаппаратуры),Санкт-Петербург,,,,Рыбацкое,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Производственный контроль', 'Технический контроль производства', 'Технология производства']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Силовые машины, Управляющая компания",2022-08-02T07:59:26+0300
260,68391866,Главный метролог с функциями ведущего,Санкт-Петербург,80000.0,80000.0,RUR,Обухово,От 1 года до 3 лет,"['Метрология', 'Поверка', 'Метрологическая экспертиза', 'Взаимодействие с Госстандарт', 'Испытания СИ']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,АРЕС,2022-08-02T12:57:48+0300
261,48240002,"Начальник отдела конструкторско-технологического обеспечения, ПБ Электронные системы",Санкт-Петербург,62000.0,,RUR,,От 3 до 6 лет,[],"['Авиационная промышленность', 'Машиностроение', 'Радиоэлектронная промышленность']",Начальник производства,Климов,2022-08-02T13:43:45+0300
262,68428628,Начальник строительного участка генподрядной компании (Узбекистан),Санкт-Петербург,,,,,От 3 до 6 лет,"['Работа в команде', 'Строительство', 'Проектная документация', 'Производство строительно-монтажных работ', 'Ориентация на результат']","['Строительство', 'Другое']",Руководитель строительного проекта,Golden House,2022-08-03T10:59:41+0300
263,51614321,Team Lead / Руководитель команды разработки ИТ-решений,Санкт-Петербург,,,,Лиговский проспект,От 1 года до 3 лет,"['Ориентация на результат', 'Управление разработкой', 'Scrum', 'Управление персоналом', 'Лидерство', 'Ориентация на клиента', 'Teamleading', 'Аналитические способности', 'Построение индивидуальных планов развития', 'Умение мотивировать', 'Работа в команде', 'Ведение переговоров']","['Информационные технологии', 'Управление проектами']",Руководитель группы разработки,BIV,2022-08-02T15:32:32+0300
264,68374418,"Региональный директор ""Северо-Запад""",Санкт-Петербург,,,,Обухово,От 3 до 6 лет,"['Руководство коллективом', 'Управление персоналом', 'Обучение персонала', 'Управление продажами', 'Стратегическое мышление', 'Оперативное планирование', 'Выручка', 'Маржа', 'Грузоперевозки', 'Транспортная экспедиция', 'Бизнес-планирование', 'Руководство филиалами']","['Продажи', 'Управление продажами']",Коммерческий директор (CCO),CRAFTER,2022-08-02T08:45:20+0300
265,47897216,"Инженер-конструктор 3-1 категории (ГСУ), ПБ Электронные системы",Санкт-Петербург,40000.0,,RUR,,От 1 года до 3 лет,[],"['Авиационная промышленность', 'Машиностроение', 'Инженер', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Климов,2022-08-02T13:43:07+0300
266,68358725,Инженер МТО / АХО,Санкт-Петербург,,,,Московская,От 1 года до 3 лет,"['Закупка товаров и услуг', 'Материально-техническое обеспечение', 'Умение работать в команде', 'Заключение договоров', 'Ответственное хранение']","['Эксплуатация', 'Управление персоналом', 'АХО']",Менеджер/руководитель АХО,Восток - Запад,2022-08-01T16:29:33+0300
267,68365668,Техник по эксплуатации Гостиницы,Санкт-Петербург,55000.0,,RUR,,От 1 года до 3 лет,"['Пользователь ПК', 'Техническая эксплуатация', 'Эксплуатация', 'Инженерные системы', 'Ремонтные работы', 'Наружные инженерные сети', 'Монтаж инженерных систем', 'Работа с технической документацией', 'Техническая грамотность', 'Отличное владение ПК', 'Терпеливость', 'Ведение документации', 'Техническая документация', 'Эксплуатация зданий', 'Аварийно-восстановительные работы', 'Сантехнические работы', 'косметический ремонт помещений', 'Эксплуатация гостиничного комплекса', 'Строительство', 'Реконструкция', 'Стремление к профессиональному росту', 'Работа с измерительными приборами', 'Эксплуатационные документы', 'Бережливое производство', 'Умение организовать работу', 'Управление качеством', 'Аттестация по организации и эксплуатации', 'Работа в команде', 'Чистое производство', 'Организаторские навыки']","['Эксплуатация', 'Рабочие строительных специальностей', 'Слесарь', 'Наладчик', 'Механик']",Слесарь,Эрмитаж Медиа,2022-08-01T21:02:44+0300
268,68266804,Лаборант по бетону/Технолог,Санкт-Петербург,70000.0,,RUR,,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Бетонные работы', 'Массовое производство', 'Работа в условиях многозадачности']","['Химическая промышленность', 'Пищевая промышленность', 'Инженер', 'Контроль качества', 'Лаборант']","Научный специалист, исследователь, лаборант",Конкрит Экспресс,2022-07-28T23:49:12+0300
269,68258457,Руководитель отдела тестирования (VK Видео),Санкт-Петербург,,,,,Более 6 лет,"['SQL', 'Test case', 'Тестирование', 'Тестирование пользовательского интерфейса', 'Функциональное тестирование']","['Программирование, Разработка', 'Инженер', 'Тестирование']",Тестировщик,VK,2022-07-28T21:39:00+0300
